lambda,sigma,s1,s2,s3,sparsity_HF_block1,sparsity_HF_block2,sparsity_HF_block3,Adequacy_data_HF,meanVarCommuHFBlock1,meanVarCommuHFBlock2,meanVarCommuHFBlock3,sparsity_LF_block1,sparsity_LF_block2,sparsity_LF_block3,Adequacy_data_LF,meanVarCommuLFBlock1,meanVarCommuLFBlock2,meanVarCommuLFBlock3
0.9,0.3,2,2.4,1.9364916731037085,15,3,9,0.15822198175799088,0.04331284216013613,0.029612880040497294,0.039434954420264005,15,3,9,0.1582141670544616,0.043302094075910944,0.02919648766858379,0.039414195254330264
0.9998,0.3,2,2.4,1.9364916731037085,13,0,11,0.15802383106908188,0.04657255274509273,0.1527207155975477,0.06798824025030112,15,3,9,0.15821416705446154,0.04330209407591093,0.02919648766858382,0.039414195254330264
0,0.5,2,2.4,1.9364916731037085,15,3,9,0.15821416705446148,0.04330209407591093,0.029196487668583813,0.03941419525433025,15,3,9,0.15821416705446148,0.04330209407591093,0.029196487668583813,0.03941419525433025
0.5,0.5,2,2.4,1.9364916731037085,15,3,9,0.15821510431994784,0.0433032615547471,0.02924180872924425,0.03941649489755711,15,3,9,0.15821416705446148,0.04330209407591093,0.029196487668583813,0.03941419525433025
0.9,0.5,2,2.4,1.9364916731037085,15,3,9,0.15822198175799088,0.04331284216013613,0.029612880040497294,0.039434954420264005,15,3,9,0.1582141670544616,0.043302094075910944,0.02919648766858379,0.039414195254330264
0.9998,0.5,2,2.4,1.9364916731037085,13,0,11,0.15802383106908188,0.04657255274509273,0.1527207155975477,0.06798824025030112,15,3,9,0.15821416705446154,0.04330209407591093,0.02919648766858382,0.039414195254330264
0,0.9,2,2.4,1.9364916731037085,15,3,9,0.15821416705446148,0.04330209407591093,0.029196487668583813,0.03941419525433025,15,3,9,0.15821416705446148,0.04330209407591093,0.029196487668583813,0.03941419525433025
0.5,0.9,2,2.4,1.9364916731037085,15,3,9,0.15821510431994784,0.0433032615547471,0.02924180872924425,0.03941649489755711,15,3,9,0.15821416705446148,0.04330209407591093,0.029196487668583813,0.03941419525433025
0.9,0.9,2,2.4,1.9364916731037085,15,3,9,0.15822198175799088,0.04331284216013613,0.029612880040497294,0.039434954420264005,15,3,9,0.1582141670544616,0.043302094075910944,0.02919648766858379,0.039414195254330264
0.9998,0.9,2,2.4,1.9364916731037085,13,0,11,0.15802383106908188,0.04657255274509273,0.1527207155975477,0.06798824025030112,15,3,9,0.15821416705446154,0.04330209407591093,0.02919648766858382,0.039414195254330264
0,0.3,4,2.4,1.9364916731037085,1,3,9,0.15273387774630376,0.009712001436183592,0.027641656423121396,0.04013679418916571,1,3,9,0.15273387774630376,0.009712001436183592,0.027641656423121396,0.04013679418916571
0.5,0.3,4,2.4,1.9364916731037085,1,3,9,0.15271916344167463,0.009713396665321113,0.02766533602303251,0.04013824504974826,1,3,9,0.15273387774630376,0.009712001436183592,0.027641656423121396,0.04013679418916571
0.9,0.3,4,2.4,1.9364916731037085,1,3,9,0.15260096608276957,0.00972449353946658,0.027858241912279546,0.04014987690949916,1,3,9,0.15273387774630373,0.009712001436183577,0.02764165642312139,0.0401367941891657
0.9998,0.3,4,2.4,1.9364916731037085,0,2,9,0.1498132804030421,0.03247745715183042,0.12496876420632458,0.05656839027245538,1,3,9,0.1527338777463037,0.009712001436183587,0.0276416564231214,0.04013679418916571
0,0.5,4,2.4,1.9364916731037085,1,3,9,0.15273387774630376,0.009712001436183592,0.027641656423121396,0.04013679418916571,1,3,9,0.15273387774630376,0.009712001436183592,0.027641656423121396,0.04013679418916571
0.5,0.5,4,2.4,1.9364916731037085,1,3,9,0.15271916344167463,0.009713396665321113,0.02766533602303251,0.04013824504974826,1,3,9,0.15273387774630376,0.009712001436183592,0.027641656423121396,0.04013679418916571
0.9,0.5,4,2.4,1.9364916731037085,1,3,9,0.15260096608276957,0.00972449353946658,0.027858241912279546,0.04014987690949916,1,3,9,0.15273387774630373,0.009712001436183577,0.02764165642312139,0.0401367941891657
0.9998,0.5,4,2.4,1.9364916731037085,0,2,9,0.1498132804030421,0.03247745715183042,0.12496876420632458,0.05656839027245538,1,3,9,0.1527338777463037,0.009712001436183587,0.0276416564231214,0.04013679418916571
0,0.9,4,2.4,1.9364916731037085,1,3,9,0.15273387774630376,0.009712001436183592,0.027641656423121396,0.04013679418916571,1,3,9,0.15273387774630376,0.009712001436183592,0.027641656423121396,0.04013679418916571
0.5,0.9,4,2.4,1.9364916731037085,1,3,9,0.15271916344167463,0.009713396665321113,0.02766533602303251,0.04013824504974826,1,3,9,0.15273387774630376,0.009712001436183592,0.027641656423121396,0.04013679418916571
0.9,0.9,4,2.4,1.9364916731037085,1,3,9,0.15260096608276957,0.00972449353946658,0.027858241912279546,0.04014987690949916,1,3,9,0.15273387774630373,0.009712001436183577,0.02764165642312139,0.0401367941891657
0.9998,0.9,4,2.4,1.9364916731037085,0,2,9,0.1498132804030421,0.03247745715183042,0.12496876420632458,0.05656839027245538,1,3,9,0.1527338777463037,0.009712001436183587,0.0276416564231214,0.04013679418916571
0,0.3,2.23606797749979,2.4,1.9364916731037085,14,3,9,0.1549029145447679,0.042289650382826026,0.028662222821513882,0.03956799495376278,14,3,9,0.1549029145447679,0.042289650382826026,0.028662222821513882,0.03956799495376278
0.5,0.3,2.23606797749979,2.4,1.9364916731037085,14,3,9,0.15489747764046802,0.04228905648521196,0.028703791391930446,0.039570146459751154,14,3,9,0.1549029145447679,0.042289650382826026,0.028662222821513882,0.03956799495376278
0.9,0.3,2.23606797749979,2.4,1.9364916731037085,14,3,9,0.1548534470410241,0.042284339615797834,0.029044586682961275,0.03958740857903571,14,3,9,0.1549029145447679,0.04228965038282605,0.02866222282151383,0.03956799495376278
0.9998,0.3,2.23606797749979,2.4,1.9364916731037085,12,0,11,0.15309890389737496,0.04518417069438905,0.147981732978885,0.0649098415385326,14,3,9,0.15490291454476798,0.04228965038282603,0.02866222282151386,0.03956799495376278
0,0.5,2.23606797749979,2.4,1.9364916731037085,14,3,9,0.1549029145447679,0.042289650382826026,0.028662222821513882,0.03956799495376278,14,3,9,0.1549029145447679,0.042289650382826026,0.028662222821513882,0.03956799495376278
0.5,0.5,2.23606797749979,2.4,1.9364916731037085,14,3,9,0.15489747764046802,0.04228905648521196,0.028703791391930446,0.039570146459751154,14,3,9,0.1549029145447679,0.042289650382826026,0.028662222821513882,0.03956799495376278
0.9,0.5,2.23606797749979,2.4,1.9364916731037085,14,3,9,0.1548534470410241,0.042284339615797834,0.029044586682961275,0.03958740857903571,14,3,9,0.1549029145447679,0.04228965038282605,0.02866222282151383,0.03956799495376278
0.9998,0.5,2.23606797749979,2.4,1.9364916731037085,12,0,11,0.15309890389737496,0.04518417069438905,0.147981732978885,0.0649098415385326,14,3,9,0.15490291454476798,0.04228965038282603,0.02866222282151386,0.03956799495376278
0,0.9,2.23606797749979,2.4,1.9364916731037085,14,3,9,0.1549029145447679,0.042289650382826026,0.028662222821513882,0.03956799495376278,14,3,9,0.1549029145447679,0.042289650382826026,0.028662222821513882,0.03956799495376278
0.5,0.9,2.23606797749979,2.4,1.9364916731037085,14,3,9,0.15489747764046802,0.04228905648521196,0.028703791391930446,0.039570146459751154,14,3,9,0.1549029145447679,0.042289650382826026,0.028662222821513882,0.03956799495376278
0.9,0.9,2.23606797749979,2.4,1.9364916731037085,14,3,9,0.1548534470410241,0.042284339615797834,0.029044586682961275,0.03958740857903571,14,3,9,0.1549029145447679,0.04228965038282605,0.02866222282151383,0.03956799495376278
0.9998,0.9,2.23606797749979,2.4,1.9364916731037085,12,0,11,0.15309890389737496,0.04518417069438905,0.147981732978885,0.0649098415385326,14,3,9,0.15490291454476798,0.04228965038282603,0.02866222282151386,0.03956799495376278
0,0.3,2,2.9,1.9364916731037085,15,0,9,0.14398348998294414,0.04262456641407984,0.014377048799108848,0.039819224178642455,15,0,9,0.14398348998294414,0.04262456641407984,0.014377048799108848,0.039819224178642455
0.5,0.3,2,2.9,1.9364916731037085,15,0,9,0.14397891405751984,0.0426239809657925,0.014392275186823879,0.03982123621053482,15,0,9,0.14398348998294414,0.04262456641407984,0.014377048799108848,0.039819224178642455
0.9,0.3,2,2.9,1.9364916731037085,15,0,9,0.14394316222478906,0.04261934694296898,0.014514207027672053,0.0398373532207406,15,0,9,0.14398348998294405,0.042624566414079836,0.01437704879910881,0.03981922417864247
0.9998,0.3,2,2.9,1.9364916731037085,14,0,10,0.17496634230542366,0.04370766748913675,0.12766747398533942,0.05906589076851674,15,0,9,0.14398348998294408,0.042624566414079836,0.014377048799108835,0.03981922417864246
0,0.5,2,2.9,1.9364916731037085,15,0,9,0.14398348998294414,0.04262456641407984,0.014377048799108848,0.039819224178642455,15,0,9,0.14398348998294414,0.04262456641407984,0.014377048799108848,0.039819224178642455
0.5,0.5,2,2.9,1.9364916731037085,15,0,9,0.14397891405751984,0.0426239809657925,0.014392275186823879,0.03982123621053482,15,0,9,0.14398348998294414,0.04262456641407984,0.014377048799108848,0.039819224178642455
0.9,0.5,2,2.9,1.9364916731037085,15,0,9,0.14394316222478906,0.04261934694296898,0.014514207027672053,0.0398373532207406,15,0,9,0.14398348998294405,0.042624566414079836,0.01437704879910881,0.03981922417864247
0.9998,0.5,2,2.9,1.9364916731037085,14,0,10,0.17496634230542366,0.04370766748913675,0.12766747398533942,0.05906589076851674,15,0,9,0.14398348998294408,0.042624566414079836,0.014377048799108835,0.03981922417864246
0,0.9,2,2.9,1.9364916731037085,15,0,9,0.14398348998294414,0.04262456641407984,0.014377048799108848,0.039819224178642455,15,0,9,0.14398348998294414,0.04262456641407984,0.014377048799108848,0.039819224178642455
0.5,0.9,2,2.9,1.9364916731037085,15,0,9,0.14397891405751984,0.0426239809657925,0.014392275186823879,0.03982123621053482,15,0,9,0.14398348998294414,0.04262456641407984,0.014377048799108848,0.039819224178642455
0.9,0.9,2,2.9,1.9364916731037085,15,0,9,0.14394316222478906,0.04261934694296898,0.014514207027672053,0.0398373532207406,15,0,9,0.14398348998294405,0.042624566414079836,0.01437704879910881,0.03981922417864247
0.9998,0.9,2,2.9,1.9364916731037085,14,0,10,0.17496634230542366,0.04370766748913675,0.12766747398533942,0.05906589076851674,15,0,9,0.14398348998294408,0.042624566414079836,0.014377048799108835,0.03981922417864246
0,0.3,4,2.9,1.9364916731037085,1,0,9,0.14238454775013776,0.009775292068136647,0.015185805314919087,0.04038707129220968,1,0,9,0.14238454775013776,0.009775292068136647,0.015185805314919087,0.04038707129220968
0.5,0.3,4,2.9,1.9364916731037085,1,0,9,0.14237173810416803,0.009776549074283505,0.015196314637481617,0.04038834035027823,1,0,9,0.14238454775013776,0.009775292068136647,0.015185805314919087,0.04038707129220968
0.9,0.3,4,2.9,1.9364916731037085,1,0,9,0.14226934668648988,0.009786551627074598,0.01528052591647654,0.040398499311210416,1,0,9,0.1423845477501378,0.009775292068136642,0.015185805314919134,0.04038707129220966
0.9998,0.3,4,2.9,1.9364916731037085,0,0,9,0.14892001358420706,0.0267641737252695,0.10976874998483621,0.05289524733097182,1,0,9,0.14238454775013776,0.009775292068136638,0.01518580531491914,0.04038707129220968
0,0.5,4,2.9,1.9364916731037085,1,0,9,0.14238454775013776,0.009775292068136647,0.015185805314919087,0.04038707129220968,1,0,9,0.14238454775013776,0.009775292068136647,0.015185805314919087,0.04038707129220968
0.5,0.5,4,2.9,1.9364916731037085,1,0,9,0.14237173810416803,0.009776549074283505,0.015196314637481617,0.04038834035027823,1,0,9,0.14238454775013776,0.009775292068136647,0.015185805314919087,0.04038707129220968
0.9,0.5,4,2.9,1.9364916731037085,1,0,9,0.14226934668648988,0.009786551627074598,0.01528052591647654,0.040398499311210416,1,0,9,0.1423845477501378,0.009775292068136642,0.015185805314919134,0.04038707129220966
0.9998,0.5,4,2.9,1.9364916731037085,0,0,9,0.14892001358420706,0.0267641737252695,0.10976874998483621,0.05289524733097182,1,0,9,0.14238454775013776,0.009775292068136638,0.01518580531491914,0.04038707129220968
0,0.9,4,2.9,1.9364916731037085,1,0,9,0.14238454775013776,0.009775292068136647,0.015185805314919087,0.04038707129220968,1,0,9,0.14238454775013776,0.009775292068136647,0.015185805314919087,0.04038707129220968
0.5,0.9,4,2.9,1.9364916731037085,1,0,9,0.14237173810416803,0.009776549074283505,0.015196314637481617,0.04038834035027823,1,0,9,0.14238454775013776,0.009775292068136647,0.015185805314919087,0.04038707129220968
0.9,0.9,4,2.9,1.9364916731037085,1,0,9,0.14226934668648988,0.009786551627074598,0.01528052591647654,0.040398499311210416,1,0,9,0.1423845477501378,0.009775292068136642,0.015185805314919134,0.04038707129220966
0.9998,0.9,4,2.9,1.9364916731037085,0,0,9,0.14892001358420706,0.0267641737252695,0.10976874998483621,0.05289524733097182,1,0,9,0.14238454775013776,0.009775292068136638,0.01518580531491914,0.04038707129220968
0,0.3,2.23606797749979,2.9,1.9364916731037085,14,0,9,0.1413877472458419,0.04197372873125545,0.014969665608710638,0.039963056862133924,14,0,9,0.1413877472458419,0.04197372873125545,0.014969665608710638,0.039963056862133924
0.5,0.3,2.23606797749979,2.9,1.9364916731037085,14,0,9,0.14137840039133323,0.041972824507323425,0.014984626352508069,0.03996498539167743,14,0,9,0.1413877472458419,0.04197372873125545,0.014969665608710638,0.039963056862133924
0.9,0.3,2.23606797749979,2.9,1.9364916731037085,14,0,9,0.14130392037540573,0.04196558728527691,0.015104479615879905,0.039980429424958074,14,0,9,0.14138774724584188,0.04197372873125543,0.014969665608710662,0.039963056862133924
0.9998,0.3,2.23606797749979,2.9,1.9364916731037085,14,0,10,0.17823425773485801,0.0409785370480622,0.1234547950861586,0.057118626380187845,14,0,9,0.14138774724584185,0.04197372873125544,0.014969665608710632,0.03996305686213391
0,0.5,2.23606797749979,2.9,1.9364916731037085,14,0,9,0.1413877472458419,0.04197372873125545,0.014969665608710638,0.039963056862133924,14,0,9,0.1413877472458419,0.04197372873125545,0.014969665608710638,0.039963056862133924
0.5,0.5,2.23606797749979,2.9,1.9364916731037085,14,0,9,0.14137840039133323,0.041972824507323425,0.014984626352508069,0.03996498539167743,14,0,9,0.1413877472458419,0.04197372873125545,0.014969665608710638,0.039963056862133924
0.9,0.5,2.23606797749979,2.9,1.9364916731037085,14,0,9,0.14130392037540573,0.04196558728527691,0.015104479615879905,0.039980429424958074,14,0,9,0.14138774724584188,0.04197372873125543,0.014969665608710662,0.039963056862133924
0.9998,0.5,2.23606797749979,2.9,1.9364916731037085,14,0,10,0.17823425773485801,0.0409785370480622,0.1234547950861586,0.057118626380187845,14,0,9,0.14138774724584185,0.04197372873125544,0.014969665608710632,0.03996305686213391
0,0.9,2.23606797749979,2.9,1.9364916731037085,14,0,9,0.1413877472458419,0.04197372873125545,0.014969665608710638,0.039963056862133924,14,0,9,0.1413877472458419,0.04197372873125545,0.014969665608710638,0.039963056862133924
0.5,0.9,2.23606797749979,2.9,1.9364916731037085,14,0,9,0.14137840039133323,0.041972824507323425,0.014984626352508069,0.03996498539167743,14,0,9,0.1413877472458419,0.04197372873125545,0.014969665608710638,0.039963056862133924
0.9,0.9,2.23606797749979,2.9,1.9364916731037085,14,0,9,0.14130392037540573,0.04196558728527691,0.015104479615879905,0.039980429424958074,14,0,9,0.14138774724584188,0.04197372873125543,0.014969665608710662,0.039963056862133924
0.9998,0.9,2.23606797749979,2.9,1.9364916731037085,14,0,10,0.17823425773485801,0.0409785370480622,0.1234547950861586,0.057118626380187845,14,0,9,0.14138774724584185,0.04197372873125544,0.014969665608710632,0.03996305686213391
0,0.3,2,1.5811388300841898,1.9364916731037085,14,7,9,0.1905109891471156,0.042500470038363006,0.004266039407221247,0.03845047985968762,14,7,9,0.1905109891471156,0.042500470038363006,0.004266039407221247,0.03845047985968762
0.5,0.3,2,1.5811388300841898,1.9364916731037085,14,7,9,0.19050388844414623,0.04250052212832673,0.004267347433998112,0.03845263695366782,14,7,9,0.1905109891471156,0.042500470038363006,0.004266039407221247,0.03845047985968762
0.9,0.3,2,1.5811388300841898,1.9364916731037085,14,7,9,0.19044326492468094,0.042501434343885085,0.004278629048213187,0.038469944942785085,14,7,9,0.19051098914711556,0.04250047003836301,0.0042660394072212985,0.038450479859687615
0.9998,0.3,2,1.5811388300841898,1.9364916731037085,13,7,11,0.1766026170504734,0.04724665053898239,0.15927615159038117,0.07411727692462534,14,7,9,0.19051098914711556,0.042500470038362985,0.004266039407221295,0.038450479859687615
0,0.5,2,1.5811388300841898,1.9364916731037085,14,7,9,0.1905109891471156,0.042500470038363006,0.004266039407221247,0.03845047985968762,14,7,9,0.1905109891471156,0.042500470038363006,0.004266039407221247,0.03845047985968762
0.5,0.5,2,1.5811388300841898,1.9364916731037085,14,7,9,0.19050388844414623,0.04250052212832673,0.004267347433998112,0.03845263695366782,14,7,9,0.1905109891471156,0.042500470038363006,0.004266039407221247,0.03845047985968762
0.9,0.5,2,1.5811388300841898,1.9364916731037085,14,7,9,0.19044326492468094,0.042501434343885085,0.004278629048213187,0.038469944942785085,14,7,9,0.19051098914711556,0.04250047003836301,0.0042660394072212985,0.038450479859687615
0.9998,0.5,2,1.5811388300841898,1.9364916731037085,13,7,11,0.1766026170504734,0.04724665053898239,0.15927615159038117,0.07411727692462534,14,7,9,0.19051098914711556,0.042500470038362985,0.004266039407221295,0.038450479859687615
0,0.9,2,1.5811388300841898,1.9364916731037085,14,7,9,0.1905109891471156,0.042500470038363006,0.004266039407221247,0.03845047985968762,14,7,9,0.1905109891471156,0.042500470038363006,0.004266039407221247,0.03845047985968762
0.5,0.9,2,1.5811388300841898,1.9364916731037085,14,7,9,0.19050388844414623,0.04250052212832673,0.004267347433998112,0.03845263695366782,14,7,9,0.1905109891471156,0.042500470038363006,0.004266039407221247,0.03845047985968762
0.9,0.9,2,1.5811388300841898,1.9364916731037085,14,7,9,0.19044326492468094,0.042501434343885085,0.004278629048213187,0.038469944942785085,14,7,9,0.19051098914711556,0.04250047003836301,0.0042660394072212985,0.038450479859687615
0.9998,0.9,2,1.5811388300841898,1.9364916731037085,13,7,11,0.1766026170504734,0.04724665053898239,0.15927615159038117,0.07411727692462534,14,7,9,0.19051098914711556,0.042500470038362985,0.004266039407221295,0.038450479859687615
0,0.3,4,1.5811388300841898,1.9364916731037085,1,6,9,0.17373789635735068,0.009602425095471722,0.003806992778498349,0.03956364089462693,1,6,9,0.17373789635735068,0.009602425095471722,0.003806992778498349,0.03956364089462693
0.5,0.3,4,1.5811388300841898,1.9364916731037085,1,6,9,0.17373309982451765,0.009604459656597408,0.0038146074576241884,0.03956464565221442,1,6,9,0.17373789635735068,0.009602425095471722,0.003806992778498349,0.03956364089462693
0.9,0.3,4,1.5811388300841898,1.9364916731037085,1,6,9,0.17369981051051347,0.009620651418280043,0.0038787350770670952,0.03957253729561303,1,6,9,0.17373789635735057,0.009602425095471727,0.003806992778498321,0.03956364089462691
0.9998,0.3,4,1.5811388300841898,1.9364916731037085,0,5,9,0.0957177571766291,0.030441541253612366,0.11043335419814083,0.05614368527166942,1,6,9,0.17373789635735068,0.009602425095471726,0.003806992778498324,0.03956364089462693
0,0.5,4,1.5811388300841898,1.9364916731037085,1,6,9,0.17373789635735068,0.009602425095471722,0.003806992778498349,0.03956364089462693,1,6,9,0.17373789635735068,0.009602425095471722,0.003806992778498349,0.03956364089462693
0.5,0.5,4,1.5811388300841898,1.9364916731037085,1,6,9,0.17373309982451765,0.009604459656597408,0.0038146074576241884,0.03956464565221442,1,6,9,0.17373789635735068,0.009602425095471722,0.003806992778498349,0.03956364089462693
0.9,0.5,4,1.5811388300841898,1.9364916731037085,1,6,9,0.17369981051051347,0.009620651418280043,0.0038787350770670952,0.03957253729561303,1,6,9,0.17373789635735057,0.009602425095471727,0.003806992778498321,0.03956364089462691
0.9998,0.5,4,1.5811388300841898,1.9364916731037085,0,5,9,0.0957177571766291,0.030441541253612366,0.11043335419814083,0.05614368527166942,1,6,9,0.17373789635735068,0.009602425095471726,0.003806992778498324,0.03956364089462693
0,0.9,4,1.5811388300841898,1.9364916731037085,1,6,9,0.17373789635735068,0.009602425095471722,0.003806992778498349,0.03956364089462693,1,6,9,0.17373789635735068,0.009602425095471722,0.003806992778498349,0.03956364089462693
0.5,0.9,4,1.5811388300841898,1.9364916731037085,1,6,9,0.17373309982451765,0.009604459656597408,0.0038146074576241884,0.03956464565221442,1,6,9,0.17373789635735068,0.009602425095471722,0.003806992778498349,0.03956364089462693
0.9,0.9,4,1.5811388300841898,1.9364916731037085,1,6,9,0.17369981051051347,0.009620651418280043,0.0038787350770670952,0.03957253729561303,1,6,9,0.17373789635735057,0.009602425095471727,0.003806992778498321,0.03956364089462691
0.9998,0.9,4,1.5811388300841898,1.9364916731037085,0,5,9,0.0957177571766291,0.030441541253612366,0.11043335419814083,0.05614368527166942,1,6,9,0.17373789635735068,0.009602425095471726,0.003806992778498324,0.03956364089462693
0,0.3,2.23606797749979,1.5811388300841898,1.9364916731037085,13,7,9,0.18581111343997153,0.041132825491772364,0.004647045496487272,0.038618130272293,13,7,9,0.18581111343997153,0.041132825491772364,0.004647045496487272,0.038618130272293
0.5,0.3,2.23606797749979,1.5811388300841898,1.9364916731037085,13,7,9,0.18579202410322324,0.04114088495518017,0.004652103805174836,0.038620369873420185,13,7,9,0.18581111343997153,0.041132825491772364,0.004647045496487272,0.038618130272293
0.9,0.3,2.23606797749979,1.5811388300841898,1.9364916731037085,13,7,9,0.18563470939649662,0.041204847811146667,0.004694848652364275,0.038638319059616684,13,7,9,0.1858111134399717,0.04113282549177236,0.00464704549648728,0.038618130272293
0.9998,0.3,2.23606797749979,1.5811388300841898,1.9364916731037085,10,7,11,0.17244227291774933,0.04608360331033337,0.15526948925768128,0.06936590233513455,13,7,9,0.1858111134399717,0.04113282549177236,0.004647045496487286,0.038618130272293015
0,0.5,2.23606797749979,1.5811388300841898,1.9364916731037085,13,7,9,0.18581111343997153,0.041132825491772364,0.004647045496487272,0.038618130272293,13,7,9,0.18581111343997153,0.041132825491772364,0.004647045496487272,0.038618130272293
0.5,0.5,2.23606797749979,1.5811388300841898,1.9364916731037085,13,7,9,0.18579202410322324,0.04114088495518017,0.004652103805174836,0.038620369873420185,13,7,9,0.18581111343997153,0.041132825491772364,0.004647045496487272,0.038618130272293
0.9,0.5,2.23606797749979,1.5811388300841898,1.9364916731037085,13,7,9,0.18563470939649662,0.041204847811146667,0.004694848652364275,0.038638319059616684,13,7,9,0.1858111134399717,0.04113282549177236,0.00464704549648728,0.038618130272293
0.9998,0.5,2.23606797749979,1.5811388300841898,1.9364916731037085,10,7,11,0.17244227291774933,0.04608360331033337,0.15526948925768128,0.06936590233513455,13,7,9,0.1858111134399717,0.04113282549177236,0.004647045496487286,0.038618130272293015
0,0.9,2.23606797749979,1.5811388300841898,1.9364916731037085,13,7,9,0.18581111343997153,0.041132825491772364,0.004647045496487272,0.038618130272293,13,7,9,0.18581111343997153,0.041132825491772364,0.004647045496487272,0.038618130272293
0.5,0.9,2.23606797749979,1.5811388300841898,1.9364916731037085,13,7,9,0.18579202410322324,0.04114088495518017,0.004652103805174836,0.038620369873420185,13,7,9,0.18581111343997153,0.041132825491772364,0.004647045496487272,0.038618130272293
0.9,0.9,2.23606797749979,1.5811388300841898,1.9364916731037085,13,7,9,0.18563470939649662,0.041204847811146667,0.004694848652364275,0.038638319059616684,13,7,9,0.1858111134399717,0.04113282549177236,0.00464704549648728,0.038618130272293
0.9998,0.9,2.23606797749979,1.5811388300841898,1.9364916731037085,10,7,11,0.17244227291774933,0.04608360331033337,0.15526948925768128,0.06936590233513455,13,7,9,0.1858111134399717,0.04113282549177236,0.004647045496487286,0.038618130272293015
